hindi,complaint,category
"यमुनानगर के पास एक दुकान से सुरंग खोदकर बैंक में चोरी की सनसनीखेज
वारदात सामने आई है। शातिरों ने दुकान से बैंक तक सौ फीट की लंबी सुरंग खोदी और
सुरंग के रास्ते ही बैंक में दाखिल होकर तीस लॉकर साफ कर दिए। चोरों ने पूरी
प्लानिंग के साथ इस वारदात को अंजाम दिया।","Sensational theft in bank by digging tunnel from a shop near Yamunanagar
The incident has come to light. The miscreants dug a hundred feet long tunnel from the shop to the bank and
Entered the bank through the tunnel and cleaned thirty lockers. thieves completed
This incident was carried out with planning.",0
"पंचकुला में एक नाबालिग लड़के का अपहरण कर उसे एक फ्लैट में रखा गया था.
उसकी हत्या करने की प्लानिंग की जा रही थी लेकिन इससे पहले ही पुलिस ने
अपहरणकर्ताओं को गिरफ्तार करके नाबालिग लड़के को रिहा करा लिया","In Panchkula, a minor boy was kidnapped and kept in a flat.
A plan was being made to murder him but before that the police
The kidnappers were arrested and the minor boy was released.",2
"जेएनयू के शिक्षक निकाय ने रविवार को आरोप लगाया कि एक सहायक प्रोफेसर
का सड़क पर विवाद के बाद कुछ लोगों ने कई घंटों के लिए अपहरण कर लिया था.
जेएनयूटीए के आरोप के मुताबिक इस दौरान सहायक प्रोफेसर को मारपीट, धमकी
और वसूली का सामना करना पड़ा.","JNU teachers body on Sunday alleged that an assistant professor
He was kidnapped by some people for several hours after a dispute on the road.
According to JNUTA's allegation, the assistant professor was beaten and threatened during this period.
And faced recovery.",2
"महिला रात लगभग 11.30 बजे मेन गेट के करीब अपने बच्चे को लेकर सोई थी।
पौने चार बजे के आसपास उसके पास यह शख्स आया और थोड़ी देर इधर-उधर
देखकर बच्चे को अपनी गोद में उठाया और 6 बजे के करीब बड़े आराम से उसे लेकर
स्टेशन से बाहर चला गया।","The woman slept with her child near the main gate at around 11.30 pm.
This person came to him around quarter to four o'clock and talked to him for some time.
Seeing this, he picked up the child in his lap and carried him very gently around 6 o'clock.
Went out of the station.",2
"जींद में दहेज के लिए नवविवाहिता की हत्या, शव को जलाने का प्रयास.","Murder of newly married woman for dowry in Jind, attempt to burn dead body.",3
"हरियाणा सीमा पर स्थित गोठया बड़ी गांव में एक नेपाली युवक ने पत्नी की लाठी-
डंडों से पीट-पीटकर हत्या कर दी. मृतक महिला मिजोरम की रहने वाली है तथा गत
ढाई वर्ष से नेपाली युवक के साथ रिलेशनशिप में पत्नी बन कर रह रही थी.","In Gothya Badi village situated on the Haryana border, a Nepali youth beat his wife with a stick.
Beaten to death with sticks. The deceased woman is a resident of Mizoram and
She was living as a wife in a relationship with a Nepali youth for two and a half years.",3
"आरोप है कि शोएब खान नाम के शख्स ने नाम बदलकर सोशल नेटवर्किंग साइट
फेसबुक पर नाबालिग लड़की से दोस्ती की और फिर उसे बहला-फुसलाकर अपने साथ
लेकर फरार हो गया.","It is alleged that a person named Shoaib Khan changed his name on the social networking site.
Befriended a minor girl on Facebook and then seduced her and took her with him.
Ran away with it.",2
"गांव सोलपुर (नुड) के पास कावड़िये को कैन्टर ने टक्कर मारी। गुस्साएं कावड़ियों ने दिल्ली- अलवर मार्ग पर जाम लगाया आज कायडिया दोजीराम पुत्र गंगाराम जाति सैनी यासी चौमा, जिला अलवर (राजस्थान) कावड़ लेकर अगोन चौक गांव सोलपुर के पास पहुंचा तो एक कैन्टर ने उसे टक्कर मार दी। जिसे घायल अवस्था में अस्पताल में दाखिल करवाया गया है। केन्टर चालक मौका से फरार हो गया।","Kavadiya was hit by a canter near village Solpur (Nud). Angry Kavadis blocked the Delhi-Alwar road. Today when Kaidiya Dojiram son of Gangaram caste Saini Yasi Chauma, District Alwar (Rajasthan) reached near Agon Chowk village Solpur with Kavad, a canter hit him. Who has been admitted to the hospital in an injured condition. The canter driver fled from the spot.",1
"मोगी नन्द में अपराधियों ने एक टेंट दुकानदार को उसके ही घर में गोली मारकर
हत्या कर दी. मृतक की पहचान विजय महतो के 25 वर्षीय पुत्र अजीत कुमार के रूप में
की गई है.","In Mogi Nand, criminals shot a tent shopkeeper in his own house.
Murdered. The deceased has been identified as Ajit Kumar, 25, son of Vijay Mahato.
Has been done.",3
"हरियाणा में सोनीपत के गोहाना में एक छात्रा के साथ गैंगरेप का मामला सामने
आया है। दुकान पर सामान लेने गई 11वीं की इस छात्रा के साथ चार लोगों ने दुकान के
गोदाम में गैंगरेप किया।","A case of gang rape with a student came to light in Gohana, Sonipat, Haryana.
has come. This 11th class student, who had gone to the shop to buy goods, was attacked by four people.
Gang raped in the warehouse.",4
"बुधवार देर रात कुछ बदमाशों ने एक महिला और उसके बेटे से चलती रेलगाड़ी में
लूटपाट की और बाद में चलती रेलगाड़ी से नीचे फें क दिया। दोनों को गंभीर हालत में
एक निजी अस्पताल में भर्ती कराया गया है, जहां दोनों की हालत चिंताजनक बनी हुई
है।","Late on Wednesday night, some miscreants attacked a woman and her son in a moving train.
Looted and later thrown down from a moving train. both in critical condition
Have been admitted to a private hospital, where the condition of both remains critical.
Is.",0
नारनौल में कुछ युवाओं ने दुकान के बाहर गाड़ी करने को लेकर हुए विवाद में व्यापारी के साथ मारपीट की। इसके बाद हाथ में लाठी डंडे लेकर वे मुख्य मार्ग की तरफ फरार हो गए।,"In Narnaul, some youth beat up a businessman over a dispute over parking his car outside the shop. After this, they ran away towards the main road with sticks in their hands.",1
"गुरुग्राम म मंगलवार सुबह मेडिकल शॉप में तीन बदमाश घुसे और लूटपाट को
अंजाम दिया।इस दौरान चेहरा छिपाने के लिए एक बदमाश ने हेलमेट पहना था और दो
ने नकाब से चेहरे ढके थे।","Three miscreants entered a medical shop in Gurugram on Tuesday morning and committed robbery.
During this, one miscreant wore a helmet to hide his face and two
Had covered his face with a mask.",0
गत रात्रि गांव राहड़ा (करनाल) के पास कावड़ियों से भरी एक पिकअप को ट्रक ने टक्कर मारी। एक कावड़िये की मौत तथा 14 / 15 घायल ,"Last night, a truck hit a pickup loaded with Kavadis near village Rahra (Karnal). One Kavadiya killed and 14/15 injured",1
"हरियाणा पुलिस पश्चिम बंगाल की एक महिला से दो लोगों द्वारा दुष्कर्म किए जाने के आरोपों की जांच कर रही है जो उसे टीकरी बॉर्डर पर किसानों के प्रदर्शन स्थल पर ले गए थे. कोविड-19 के लक्षण सामने आने के बाद अस्पताल में महिला की मौत हो गई। थी. महिला के पिता ने आरोप लगाया कि उनकी बेटी से तब दुष्कर्म किया गया, जब वह किसानों का समर्थन करने के लिए एक संगठन के कुछ सदस्यों के साथ टीकरी बॉर्डर गई थी.",Haryana Police is investigating allegations that a woman from West Bengal was raped by two men who took her to the farmers' protest site at Tikri border. The woman died in the hospital after showing symptoms of Covid-19. Was. The woman's father alleged that his daughter was raped when she had gone to Tikri border with some members of an organization to support the farmers.,4
पानीपत में नौकर ने अपने ही मालिक को बंधक बना क्र उसका घर लूटा मौके को तब वारदात दी जब उसकी बीवी अपनी बहन के घर कुछ दिन रहने गयी थ। लूट के बाद मालिक को वहीं बंधा छोड़ कर भाग गया।,"In Panipat, a servant held his own master hostage and robbed his house. The incident took place when his wife had gone to stay at her sister's house for a few days. After the robbery he ran away leaving the owner tied there.",0
"हरियाणा के यमुनानगर जिले में एक सरकारी अस्पताल के अंदर मानसिक रूप से
विक्षिप्त एक लड़की से एक कर्मचारी ने कथित तौर पर बलात्कार किया।","mentally ill inside a government hospital in Haryana's Yamunanagar district
A deranged girl was allegedly raped by an employee.",4
"हरियाणा में दलित लड़की के साथ रेप .पुलिस ने एक आरोपी को गिरफ्तार कर
लिया है, जिसने बताया कि गैंगरेप में 11 और व्यक्ति शामिल थे।","Rape of Dalit girl in Haryana. Police arrested one accused.
Lia, who told that 11 more persons were involved in the gang rape.",4
घर कब्जा करने के मकसद से बदमाशों ने बुजुर्ग महिला को किडनैप किया,Miscreants kidnapped an elderly woman with the aim of taking over the house.,2
कुरुक्षेत्र जिले के लाडवा में पिपली रोड पर गांव निवारसी के पास ट्रक और ऑल्टो कार की टक्कर हो गई। हादसे में ऑल्टो कार सवार मामा-भांजे की मौत हो गई है। मृतकों की शिनाख्त 27 वर्षीय विकास निवासी झिवरहेड़ी और शगुन निवासी काठगढ़ के रूप में हुई।,"A truck and an Alto car collided near village Nivarsi on Pipli Road in Ladwa of Kurukshetra district. Uncle and nephew traveling in Alto car have died in the accident. The deceased were identified as 27-year-old Vikas, resident of Jhivarheri and Shagun, resident of Kathgarh.",1
"2 बाइक पर सवार 6 अपराधियों ने हथियार के बल पर लगभग 4 लाख रुपए
लूटकर तुर्की की तरफ फरार हो गए. अपराधियों ने दहशत फैलाने के लिए 6 फायर
किया.लेकिन सभी कर्मी बाल बाल बचे","6 criminals riding on 2 bikes stole around Rs 4 lakh at gunpoint
After looting they fled towards Turkey. Criminals fired 6 fires to spread panic
Did. But all the personnel narrowly escaped.",0
"शनिवार देर शाम को सेक्टर 14 में रहने वाले बजे सिंह स्कूटी पर सवार होकर चौथा
मिल के नजदीक दूध लेने जा रहे थे। जब वह मिल के पास पहुंचे तो पीछे से तेज रफ्तार
कार ने स्कूटी को टक्कर मार दी। कार उन्हें करीब 100 मीटर तक घसीटते ले गई।","Late on Saturday evening, Baje Singh, resident of Sector 14, rode on a scooter and fell on the fourth
Were going to get milk near the mill. When he reached near the mill, he saw a speeding vehicle from behind.
The car hit the scooter. The car dragged him for about 100 metres.",3
"गुरुग्राम में एक ही नाम को लेकर दो ढाबों के मालिकों की बीच रंजिश हो गई. इस
बीच एक मालिक को किडनैप भी कर लिया गया. पीड़ित ढाबा मालिक की पत्नी ने
आरोप लगाया है कि दूसरे ढाबा मालिक ने ही उनके पति की किडनैपिंग कराई है.","There was a rivalry between the owners of two dhabas in Gurugram over the same name. This
In between, an owner was also kidnapped. The victim's dhaba owner's wife
She has alleged that another dhaba owner had got her husband kidnapped.",2
पंचकुला में छात्र के अपहरण हत्या का मामला आया है. बस ड्राइवर के तौर पर काम करता था.,A case of kidnapping and murder of a student has come to light in Panchkula. Used to work as a bus driver.,2
दिल्ली - वडोदरा एक्सप्रेस-वे पर मंडकोला हाइवे के पास हुए एक सड़क हादसे में दो सगे भाइयों सहित चार युवकों की दर्दनाक मौत हो गई। चारों युवक यूपी के शाहजहांपुर व बरेली जिला के रहने वाले थे। रविवार को युवक स्विफ्ट डिजायर कार में सवार होकर बालाजी मंदिर के दर्शनों के लिए जा रहे थे। मंडकोला हाइवे के समीप कार अनियंत्रित होकर पिलर से टकरा गई।,"Four youths, including two real brothers, died tragically in a road accident near Mandakola Highway on Delhi-Vadodara Expressway. All four youths were residents of Shahjahanpur and Bareilly districts of UP. On Sunday, the youth were going to visit Balaji temple in a Swift Dezire car. The car went out of control and collided with a pillar near Mandakola Highway.",1
"मामला गुड़गांव का है, जहां छह साल की एक बच्ची के साथ तीन लोगों ने दुष्कर्म
किया।","The case is from Gurgaon, where a six year old girl was raped by three people.
Did.",4
"छात्रा ने आरोप लगाया कि दुष्कर्म कर उक्त युवक ने अश्लील वीडियो और फोटो
भी बनाए. इन फोटो के नाम पर अब वह युवक उसे ब्लैकमेल कर रहा है.","The girl student alleged that after raping the said young man, he took obscene videos and photos.
Also made. Now that young man is blackmailing her in the name of these photos.",4
"हरियाणा के नुह में 17 साल की लड़की ने कथित गैंगरेप के बाद आत्महत्या कर ली.
बताया जा रहा है कि उसके साथ 8 लोगों ने मिलकर कथित गैंगरेप किया था","A 17-year-old girl committed suicide after alleged gang rape in Nuh, Haryana.
It is being told that 8 people together had allegedly gang-raped her.",4
"मृतक की कार का बंपर खुल गया था, जिसके चलते वह कार को सड़क किनारे रोक कर बांधने लगा। इस दौरान पीछे से आ रहे एक टेंपो ने उसे कुचल दिया।","The bumper of the deceased's car had opened, due to which he stopped the car on the roadside and started tying it. During this time a tempo coming from behind crushed him.",1
खेमारू गांव में 24 जून को बंद पड़ी माइंस के पानी में युवक का शव मिलने के मामले में परिजनों ने हत्या का आरोप लगाया है.,"In the case of the dead body of a youth being found in the water of closed mines in Khemaru village on June 24, the family members have accused him of murder.",3
"हरियाणा के सोनीपत के राई थाना क्षेत्र के गांव में घर के अंदर कमरे का दरवाजा
तोडक़र घुसे तीन युवकों ने किशोरी से सामूहिक दुष्कर्म कर दिया. किशोरी की मां ने
मामले की शिकायत पुलिस को दी है.","Door of room inside the house in the village of Rai police station area of ​​Sonipat, Haryana.
Three youths broke in and gang-raped the girl. the girl's mother
The matter has been reported to the police.",4
"हरियाणा के रेवाड़ी जिले में नामी स्कूल में म्यूजिक टीचर पर कक्षा चौथी में पढ़ने
वाली बच्ची से छेड़छाड़ का मामला सामने आया है.","Music teacher studying in class 4 in a renowned school in Rewari district of Haryana.
A case of molestation of a girl has come to light.",4
" केजीपी एक्सप्रैस-वे नजदीक मौजपुर टोल प्लाजा फरीदाबाद पर कावडियों के खड़े कैंटर को दूसरे कैंटर ने टक्कर मारी। एक कांवडिये की मौत व 5 घायल। कांवडिया शैलेन्द्र वासी ईंडरी ( नुह ) की मौका पर ही मौत हो गई। घायलों को मानवता अस्पताल बल्लबगढ़ मेंदाखिल करवाया गया है। कैंटर चालक कैंटर लेकर फरार हो गया। इस सम्बंध में मु.न. 191 दिनांक 11.07. 2023 धारा 279, 337, 304ए भा.द.स. थाना छायंसा में दर्ज किया गया।","Another canter hit the canter parked for the Kavadis at Maujpur Toll Plaza, Faridabad near KGP Expressway. One Kanwadiya died and 5 were injured. Endri (Nuh), a resident of Kanwadiya Shailendra, died on the spot. The injured have been admitted to Humanity Hospital Ballabgarh. The canter driver ran away with the canter. In this regard, Mun. 191 dated 11.07. 2023 Section 279, 337, 304A IPC. Registered in police station Chayansa.",1
"एक आरोपी ने कथित तौर पर छात्र से दोस्ती की. 23 अक्टूबर 2020 को उन्होंने
उसका अपहरण किया और एक कमरे में ले गए. वहीं बंदूक की नोक पर छात्र का नग्न
वीडियो शूट किया. परिवार द्वारा 5 लाख रुपये का भुगतान किए जाने के बावजूद
आरोपियों ने कथित तौर पर अपनी कॉलोनी, दोस्तों और रिश्तेदारों के बीच छात्र का
वीडियो शेयर किया.","One of the accused allegedly befriended the student. On 23 October 2020 he
Kidnapped him and took him to a room. The student was naked at gunpoint
Shot the video. Despite the family paying Rs 5 lakh
The accused allegedly introduced the student to their colony, among friends and relatives.
Shared the video.",2
"पीड़िता कल दोपहर बाजार से सब्जी खरीद कर अपने घर लौटी। वह जैसे ही अपने
घर के अंदर घुसीं हथियारबंद दो बदमाश उनके पीछे-पीछे घर में घुस गए। बदमाशों ने
लूट का विरोध करने पर उनकी कनपटी पर पिस्तौल लगा दी। बदमाश महिला के गले
से सोने की चेन तोड़कर भाग गए।","The victim returned home yesterday afternoon after purchasing vegetables from the market. As soon as he
Two armed miscreants entered the house following them. the miscreants
When he protested against the robbery, a pistol was put on his temple. Badass Woman's Throat
They broke the gold chain and ran away.",0
"आर्मी के भगोड़े जवान ने बनाया ATM लूट गैंग, हरियाणा और पंजाब में
लूटे 24 एटीएम","Fugitive army soldier forms ATM robbery gang in Haryana and Punjab
Looted 24 ATMs",0
"हरियाणा में करनाल के लघु सचिवालय स्थित सरल कें द्र में हुई चोरी25 लाख के
साथ सबूत का DVR ले गए चोर बुधवार की रात को लघु सचिवालय में बने सरल कें द्र
में चोर 25 लाख की नकदी पर हाथ साफ कर गए थे। चोर लॉकर तोड़कर अंदर घुसे
थे। सब कुछ तीसरी आंख यानी सीसीटीवी कैमरों में कैद हो रहा था, लेकिन चोरी के
बाद चोर सीसीटीवी कैमरों की रिकॉर्डिंग बॉक्स DVR अपने साथ ले गए। यदि DVR
बच जाता तो पुलिस के हाथ बड़े सुराग लग सकते थे।","Theft worth Rs 25 lakh took place in Saral Center located at Mini Secretariat in Karnal, Haryana.
Thieves took away DVR of evidence, Saral Center set up in Mini Secretariat on Wednesday night
Thieves made away with cash worth Rs 25 lakh. Thieves broke into the locker
Were. Everything was being captured in the third eye i.e. CCTV cameras, but due to theft
Later the thieves took away the DVR recording box of the CCTV cameras. If DVR
If he had survived, the police could have got huge clues.",0
"पूछताछ में इरफान ने बताया कि पैसों के लेन-देन को लेकर उसका रमेश चन्द्र से
विवाद हो गया था. इसलिए उसने रमेश को सबक सिखाने की ठान ली.उसे किडनैप क्र
के जंगल में फें क दिया","During interrogation, Irfan told that he had a conversation with Ramesh Chandra regarding money transactions.
There was a dispute. So he decided to teach Ramesh a lesson. He kidnapped him.
threw into the woods",2
"दिल्ली से सटे फरीदाबाद से भी बुराड़ी जैसा मामला सामने आया है. शहर की
अग्रवाल सोसाइटी में एक ईसाई परिवार के चार लोगों ने फांसी लगाकर खुदकुशी कर
ली. पुलिस ने शनिवार को मौके पर पहुंचकर दरवाजा खोला तो अंदर चारों के शव फंदे
से लटके मिले. शव बुरी हालत में थे, जिससे ऐसा लगता है कि आत्महत्या की यह
घटना कई दिन पहले हुई. पुलिस को मौके से एक सुसाइड नोट भी मिला है, जिसमें
किसी को मौत का जिम्मेदार नहीं बताया गया है.","A case like Burari has also come to light from Faridabad adjacent to Delhi. of the city
Four people of a Christian family committed suicide by hanging themselves in Aggarwal Society.
Took. When the police reached the spot on Saturday and opened the door, the bodies of all four were trapped inside.
Found hanging from. The bodies were in bad condition, making it appear that it was a case of suicide.
The incident happened several days ago. Police have also found a suicide note from the spot, in which
No one has been held responsible for the death.",3
"डकैती का एक मामला घर में 600 करोड़ रुपये का धन गड़ा है. लेकिन बदमाश वहां
से केवल एक मोबाइल ही लूट पाए. और तो और वारदात के तीन दिन बाद सभी पकड़े
भी गए.","There is a case of robbery and money worth Rs 600 crore is buried in the house. but the scoundrel is there
Only one mobile phone could be looted. What's more, everyone was caught three days after the incident.
Also went.",0
आर्थिक तंगी से जूझ रही महिला ने रची अपने ही अपहरण की कहानी.,A woman struggling with financial crisis created the story of her own kidnapping.,2
"करनाल में शनिवार की रात करीब 12 बजे रिंकू शराब के नशे में धुत होकर आया
और सोई हुई बेटी को जगाया। उससे पूछने लगा कि तुम्हारी मां कहा है। बेटी ने पता
नहीं का जवाब दिया, तो वह फिर से आपा खो बैठा। इसके बाद उसने बेटी को पीटना
शुरू कर दिया। पिटाई इतनी जबरदस्त थी कि बेटी ने मौके पर ही दम तोड़ दिया।","Rinku came to Karnal under the influence of alcohol at around 12 o'clock on Saturday night.
And woke up the sleeping daughter. Started asking him where is your mother. daughter found out
When the answer was no, he lost his temper again. After this he started beating his daughter
Started. The beating was so severe that the daughter died on the spot.",3
भिवानी जिले के लोहारू हल्के में एक बहुत ही दर्दनाक हादसा हुआ. हादसे में तीन बच्चों की तालाब में डूबने से मौत हो गई है. तीनों की उम्र 8-10 साल के बीच थी. यह घटना अमृत सरोवर योजना के तहत बनाए जा रहे तालाब में हुई. सूचना पर मौके पर पहुंची पुलिस ने तीनों शवों को पोस्टमार्टम के लिए भेज दिया है.,"A very painful accident took place in Loharu Halke of Bhiwani district. In the accident, three children died due to drowning in the pond. The age of all three was between 8-10 years. This incident happened in the pond being built under Amrit Sarovar Scheme. Police reached the spot on information and sent all three bodies for post-mortem.",1
"आज रात को हिसार, हरियाणा के एक आवासीय क्षेत्र में एक घर में चोरी के दौरान रहवासियों के सामान को ले जाने वाले अज्ञात आपराधिक तत्वों के बारे में शिकायत पंजीकृत की गई है। सूत्रों के मुताबिक, चोरी की घटना रात के समय हुई जब घर के मालिक और परिवार सदस्य सो रहे थे। अपराधी संगठन के सदस्य धीरे-धीरे और सावधानीपूर्वक उनके आवास में घुस गए और सामान की तलाश में कमरे में चले गए। चोरों ने तेजी से काम किया और गहने, नकद धन, मोबाइल फोन और अन्य महत्वपूर्ण वस्त्रादि को लूट लिया। रहवासियों ने सुबह उठकर चोरी की जांच की और अपनी शिकायत को पुलिस निवेदन के रूप में पंजीकृत किया।","A complaint has been registered regarding unidentified criminal elements taking away the belongings of the residents during a burglary at a house in a residential area in Hisar, Haryana tonight. According to sources, the theft incident took place at night when the owner and family members of the house were sleeping. Members of the criminal organization slowly and carefully entered his residence and went through the rooms in search of belongings. The thieves worked quickly and looted jewellery, cash, mobile phones and other important items. The residents woke up in the morning to investigate the theft and registered their complaint as a police complaint.",0
"साल के मासूम बच्चे की हत्या के आरोप में पुलिस ने एक 15 साल के नाबालिग
लड़के को गिरफ्तार किया है. पुलिस ने बताया नाबालिग आरोपी की आर्थिक स्थिति
बेहद खराब है. वह जल्द से जल्द अमीर बनना चाहता था. इसके चलते उसने मासूम को
किडनैप कर 6 लाख रुपये की फिरौती मांगी, फिर उसकी हत्या कर दी.","Police has arrested a 15 year old minor for the murder of an innocent one year old child.
The boy has been arrested. Police told the financial condition of the minor accused
It is very bad. He wanted to become rich as soon as possible. Due to this he killed the innocent
Kidnapped and demanded a ransom of Rs 6 lakh, then murdered him.",2
"हरियाणा में एक गर्भवती बकरी के साथ बलात्कार का मामला आया है. हरियाणा के
मेवात में एक गर्भवती बकरी के साथ 8 लोगों ने रेप किया, जिसके बाद उसकी मौत हो
गई. हालांकि, बकरी के मालिक ने 26 जुलाई को पुलिस में एक शिकायत दर्ज कराई
है.","A case of rape of a pregnant goat has come to light in Haryana. of Haryana
In Mewat, a pregnant goat was raped by 8 people, after which she died.
Went. However, the goat's owner lodged a police complaint on July 26.
Is.",4
"स्टेट बैंक ऑफ इंडिया के एटीएम को निशाना बनाने वाले एक गिरोह द्वारा लूटे गए
सारे पैसों को समय रहते पहुंचकर बचाने में कामयाब रही.","State Bank of India ATMs were looted by a gang targeting
She managed to save all the money by reaching there in time.",0
"हरियाणा में 23 साल की एक युवती के साथ सामूहिक बलात्कार किया गया और
फिर उसकी बर्बर तरीके से हत्या कर दी गई. रोहतक जिले में उसका क्षत-विक्षत शव
पाया गया.","A 23 year old girl was gang raped in Haryana and
Then he was brutally murdered. His mutilated body in Rohtak district
found.",3
"पलवल मे शुक्रवार रात एक्सप्रेस में लूटपाट करने वाले बदमाश यात्रियों ने सोने-
चांदी और नकदी के साथ ही एक यात्री की मां का अस्थि कलश भी लूटकर अपने साथ
ले गए।","In Palwal, the miscreant passengers who looted the express on Friday night,
Along with silver and cash, the urn of a passenger's mother was also looted and taken away with them.
took away.",0
दिबियापुर कोतवाली क्षेत्र के एक गांव से गायब किशोरी को पुलिस ने दो महिलाओं दो युवकों के साथ बैसुंधरा मार्ग से बरामद किया है। किशोरी को 50 हजार रुपये में कानपुर देहात के पुखरायां निवासी युवक को बेंच कर शादी कराई गई थी।,"The police have recovered a missing teenager from a village in Dibiyapur Kotwali area along with two women and two youths from Baisundhara Road. The girl was sold and married to a youth resident of Pukhrayan in Kanpur Dehat for Rs 50,000.",2
हरियाणा के रेवाड़ी शहर में ज्वैलर्स शोरूम में हुई लूट की वारदात,Robbery incident took place in jewelers showroom in Rewari city of Haryana,0
"महिला को अकेली जानकर उसके पड़ोस में रहने वाला राजपाल देर रात को उसके
घर घुसा और उसका मुह बंद कर जबरन ले गया और बलात्कार किया।","Knowing that the woman was alone, Rajpal, who lived in her neighborhood, visited her late at night.
He entered the house, gagged her, took her forcibly and raped her.",4
"हरियाणा के अंबाला शहर में एक व्यक्ति ने 30 वर्षीय विवाहित महिला का कथित
तौर पर अपहरण कर उसके साथ दुष्कर्म किया.सोशल मीडिया पर महिला से दोस्ती के
बाद आरोपी ने महिला को नौकरी दिलाने का वादा किया था. महिला को अवैध रूप से
बंधक बनाकर दुष्कर्म करने का आरोप है.","A man allegedly raped a 30-year-old married woman in Haryana's Ambala city.
Kidnapped and raped her. After befriending the woman on social media
Later the accused had promised to get the woman a job. woman illegally
There is an allegation of rape by taking hostage.",4
"लॉकडाउन के चलते आरोपी आर्थिक तंगी से जूझ रहे थे इसलिए उन्होंने ये वारदात
की. इनका कोई पुराना आपराधिक रिकॉर्ड नहीं है. सुनीता को 70 हजार रुपये देने की
बात की गई थी. 70 हजार रुपये के लिए महिला ने पडोसी के बचे का अपहरण किया .","The accused were facing financial crisis due to the lockdown, hence they committed this crime.
of. He has no previous criminal record. To give 70 thousand rupees to Sunita
Talk was done. Woman kidnaps neighbor's baby for Rs 70,000.",2
"यमुनानगर में मोटरसाइकिल सवार चार बदमाश चांदनी चौक स्थित ओमिया
इंटरप्राइजेज के डिलीवरी एजेंट और उसके सहयोगी की कैब को रोकते और दोनों से
बंदूक के दम पर लगभग दो लाख रुपये नकदी से भरा बैग लूटते नजर आए थे.","Four miscreants riding a motorcycle in Yamunanagar, Omiya, Chandni Chowk.
Stopping the cab of Enterprises' delivery agent and his associate and
They were seen looting a bag containing cash worth around Rs 2 lakh at gunpoint.",0
"हरियाणा के सोनीपत के सोहाना में भोंडसी थाने के अंतर्गत गांव में एक नाबालिग के
साथ दो युवकों ने जबरन गैंगरेप किया. जब नाबालिग ने विरोध किया तो आरोपियों ने
उसे डंडों से बुरी तरह घायल कर दिया. नाबालिग घायल अवस्था में अपने घर पहुंची
परिजनों ने उसे गुड़गांव के एक निजी अस्पताल में दाखिल कराया. इस मामले में
परिजनों के बयान भौंडसी पुलिस ने आरोपी विनोद और जसवीर के खिलाफ मामला
दर्ज कर दिया, लेकिन अभी तक आरोपियों की गिरफ्तारी नहीं हो पाई है.","Case of a minor in the village under Bhondsi police station in Sohana, Sonipat, Haryana.
Two youths forcibly gang-raped her. When the minor protested, the accused
He was badly injured with sticks. The minor reached her home injured
The family admitted him to a private hospital in Gurgaon. in this matter
Statement of family members, Bhondsi police registered a case against accused Vinod and Jasveer.
Registered, but the accused have not been arrested yet.",4
"तीन लोगों ने यहां एक चलती कार में एक दलित महिला के साथ कथित रूप से
सामूहिक बलात्कार किया. उन्होंने यहां के नरवाना-टोहाना मार्ग पर महिला को गाड़ी में
बिठाया था.","Three men allegedly raped a Dalit woman in a moving car here.
Gang raped. He caught the woman in the car on the Narwana-Tohana road here.
Was seated.",4
"हरियाणा के पलवल में सोहना रोड पर कार की टक्कर से बाइक सवार व्यक्ति की मौत हो गई, जबकी उसका भाई घायल हो गया। टक्कर मारने के बाद चालक कार कर मौके से भाग गया। पुलिस ने मामला दर्ज कर शव को पोस्टमॉर्टम के बाद उसके परिजनों को सौंप दिया।","A person riding a bike died after being hit by a car on Sohna Road in Palwal, Haryana, while his brother was injured. After the collision, the driver ran away from the spot. Police registered the case and handed over the body to the family members after postmortem.",1
"शख्स ने पत्नी से अवैध संबंध के शक के आधार पर दूसरे व्यक्ति का गला रेत दिया
और फिर मुंह लगाकर उसके गले से निकल रहा खून पी गया. इतना ही नहीं इस पूरी
वारदात को उसके दूसरे साथ ने रिकॉर्ड किया.","The man slit the throat of another man on the basis of suspicion of having illicit relations with his wife.
And then he put his mouth on it and drank the blood coming out of his throat. Not only this, this entire
The incident was recorded by his other friend.",3
